1,57,72
2,0,1
3,4,7
4,20,22
5,0,1
6,26,70
7,3,5
8,2,2
9,0,1
10,0,1
11,13,35
12,3,3
13,0,1
14,4,8
15,0,1
16,0,1
17,0,1
18,18,19
19,0,1
20,32,42
21,11,14
22,15,18
23,143,201
24,1,1
25,0,1
26,10,37
27,0,1
28,26,50
29,0,1
30,4,10
31,0,2
32,0,2
33,12,23
34,34,35
35,40,63
36,1,3
37,14,66
38,1,5
39,0,1
40,0,2
41,0,1
42,0,1
43,5,7
44,0,2
45,1,1
46,54,59
47,116,198
48,0,1
49,6,6
50,0,1
51,0,1
52,7,10
53,0,1
54,10,53
55,52,94
56,0,1
57,0,16
58,0,1
59,0,4
60,4,5
61,16,19
62,1,20
63,0,2
64,1,1
65,1,1
66,2,3
67,14,14
68,1,1
69,0,1
70,18,34
71,0,1
72,16,23
73,13,45
74,16,18
75,0,1
76,7,7
77,0,1
78,46,78
79,0,1
80,0,1
81,0,1
82,0,1
83,4,6
84,5,5
85,38,42
86,1,24
87,3,7
88,0,1
89,0,1
90,0,3
91,0,3
92,45,69
93,0,1
94,0,1
95,2,3
96,3,14
97,1,5
98,0,1
99,34,40
100,40,90
101,0,1
102,66,115
103,11,11
104,1,1
105,24,64
106,3,3
107,8,30
108,0,1
109,0,1
110,6,34
111,0,1
112,0,1
113,3,4
114,65,97
115,20,20
116,0,1
117,2,8
118,1,1
119,0,2
120,24,28
121,4,4
122,0,1
123,0,1
124,7,13
125,3,4
126,28,64
127,6,9
128,0,1
129,0,2
130,18,23
131,0,1
132,8,9
133,3,4
134,27,43
135,0,1
136,53,94
137,5,14
138,3,8
139,0,23
140,3,8
141,2,2
142,0,1
143,1,1
144,17,19
145,56,73
146,0,1
147,15,15
148,1,1
149,35,41
150,8,13
151,13,48
152,0,1
153,125,187
154,0,1
155,2,3
156,8,31
157,51,94
158,1,2
159,1,2
160,34,49
161,0,1
162,116,201
163,1,3
164,2,12
165,1,2
166,0,1
167,48,49
168,0,1
169,0,1
170,1,1
171,38,51
172,2,4
173,0,2
174,0,6
175,0,1
176,0,1
177,13,17
178,0,1
179,45,122
180,20,51
181,85,149
182,1,1
183,1,3
184,1,3
185,0,1
186,3,7
187,3,8
188,32,49
189,0,1
190,0,1
191,11,40
192,65,67
193,24,24
194,15,20
195,2,2
196,105,201
197,8,14
198,0,1
199,39,45
200,29,49
201,0,15
202,2,2
203,0,1
204,28,34
205,1,1
206,0,3
207,1,2
208,0,1
209,0,1
210,0,1
211,31,67
212,0,1
213,1,5
214,2,12
215,5,8
216,81,87
217,11,12
218,0,1
219,0,1
220,0,1
221,0,5
222,0,1
223,2,2
224,3,17
225,0,1
226,1,1
227,1,1
228,0,1
229,47,69
230,0,7
231,0,1
232,0,1
233,1,3
234,4,6
235,1,6
236,1,1
237,7,8
238,0,1
239,12,15
240,1,1
241,6,6
242,1,3
243,3,23
244,0,1
245,25,35
246,0,2
247,35,38
248,13,16
249,5,5
250,0,1
251,38,76
252,1,5
253,45,46
254,0,1
255,0,1
256,18,20
257,2,2
258,26,36
259,0,1
260,3,4
261,7,8
262,0,1
263,20,24
264,0,2
265,92,138
266,0,2
267,0,2
268,1,1
269,1,17
270,0,1
271,2,3
272,1,2
273,0,1
274,8,9
275,18,33
276,0,1
277,47,77
278,23,34
279,1,1
280,0,1
281,25,45
282,7,13
283,0,1
284,0,7
285,44,46
286,30,52
287,0,1
288,0,1
289,5,12
290,0,1
291,1,1
292,6,29
293,65,89
294,5,44
295,11,46
296,0,1
297,0,1
298,2,8
299,0,1
300,0,1
301,0,1
302,1,2
303,0,1
304,30,39
305,0,1
306,0,1
307,2,3
308,0,1
309,0,24
310,0,1
311,1,1
312,25,38
313,0,2
314,11,20
315,14,34
316,9,17
317,0,1
318,8,8
319,0,1
320,13,38
321,0,2
322,0,6
323,0,6
324,1,6
325,0,4
326,3,5
327,0,1
328,0,1
329,7,7
330,0,1
331,1,3
332,0,1
333,2,2
334,7,7
335,2,16
336,8,10
337,3,4
338,1,1
339,1,5
340,0,1
341,2,2
342,10,38
343,0,1
344,5,6
345,9,11
346,6,13
347,0,4
348,0,1
349,23,35
350,7,7
351,20,22
352,0,1
353,6,8
354,0,1
355,11,12
356,4,7
357,33,50
358,27,62
359,1,1
360,20,39
361,4,12
362,0,1
363,12,54
364,0,1
365,0,11
366,2,15
367,0,1
368,1,1
369,0,1
370,7,42
371,0,1
372,3,3
373,0,1
374,71,167
375,7,20
376,59,85
377,3,4
378,0,1
379,0,1
380,2,3
381,43,85
382,2,3
383,4,10
384,0,1
385,0,1
386,0,1
387,12,13
388,0,1
389,20,32
390,0,2
391,28,96
392,0,1
393,0,7
394,5,7
395,0,1
396,0,1
397,0,1
398,122,201
399,0,5
400,0,1
401,9,15
402,0,1
403,0,1
404,6,7
405,2,6
406,1,1
407,2,2
408,0,3
409,0,1
410,31,70
411,20,55
412,0,1
413,0,11
414,0,1
415,0,1
416,1,4
417,12,35
418,56,127
419,1,5
420,24,77
421,1,1
422,10,14
423,1,1
424,8,12
425,4,20
426,1,2
427,1,2
428,0,1
429,0,1
430,0,1
431,3,8
432,15,16
433,0,1
434,0,2
435,0,1
436,1,1
437,0,1
438,0,1
439,24,27
440,0,1
441,0,3
442,4,18
443,0,1
444,0,1
445,0,1
446,39,50
447,5,7
448,3,7
449,0,1
450,16,22
451,67,120
452,0,1
453,0,1
454,0,1
455,30,39
456,59,98
457,0,3
458,0,1
459,2,2
460,0,1
461,0,1
462,17,32
463,0,1
464,20,25
465,1,7
466,1,21
467,22,32
468,0,1
469,0,1
470,5,6
471,0,1
472,17,20
473,0,1
474,1,1
475,62,105
476,0,1
477,2,3
478,0,1
479,0,1
480,0,2
481,0,1
482,0,1
483,0,1
484,3,3
485,16,21
486,0,1
487,0,2
488,1,1
489,1,1
490,8,9
491,1,2
492,15,28
493,1,1
494,0,1
495,4,8
496,1,1
497,0,1
498,11,16
499,17,17
500,0,1
